class,word,count,p_hat,log_odds,z
QuintanaRoo,playa,824,0.013607913728469275,2.045734201629534,22.914966278056635
QuintanaRoo,ruinas,300,0.004954337522500949,1.9818707653530527,13.716633023786684
QuintanaRoo,isla,270,0.004458903770250855,2.7839329187869213,12.817066137702419
QuintanaRoo,mar,198,0.0032698627648506265,2.5635964215383895,11.170799341297794
QuintanaRoo,tulum,320,0.00528462669066768,4.703614725036163,9.3515824681655
QuintanaRoo,cenote,169,0.0027909434710088683,1.1446192117425644,8.211475841724171
QuintanaRoo,complejo,102,0.001684474757650323,2.3042773608826472,8.085019653589963
QuintanaRoo,laguna,101,0.0016679602992419865,2.9875897358497108,7.644352355532295
QuintanaRoo,mujeres,100,0.00165144584083365,3.314080254723062,7.232420571023553
QuintanaRoo,maya,90,0.0014863012567502849,1.6398244212258088,7.138021800471965
QuintanaRoo,playas,80,0.00132115667266692,2.502848899217887,7.119007974586785
QuintanaRoo,increíble,183,0.003022145888725579,0.740464688324245,6.303801102019726
QuintanaRoo,arena,61,0.0010073819629085265,1.9436908990231876,6.155017486579144
QuintanaRoo,mayas,62,0.001023896421316863,1.805797968447159,6.102801727431219
QuintanaRoo,cenotes,65,0.0010734397965418724,1.4963620872146057,5.851999576146207
QuintanaRoo,guía,118,0.0019487060921837068,0.8691952998973784,5.708997469923997
QuintanaRoo,alojamos,84,0.001387214506300266,1.1110435297475965,5.683117364384658
QuintanaRoo,bar,106,0.001750532591283669,0.9209354630415412,5.638684447264702
QuintanaRoo,norte,50,0.000825722920416825,1.9270044380521885,5.562883313877456
QuintanaRoo,montón,108,0.0017835615081003419,0.8891942365423944,5.5517974273775
