class,word,count,p_hat,log_odds,z
Jalisco,tequila,54,0.0059340659340659345,3.644053184316733,14.169844235127012
Jalisco,mariachi,17,0.0018681318681318681,4.835674325262603,6.468934077709685
Jalisco,malecón,11,0.0012087912087912088,2.8956220848040406,6.442398179936434
Jalisco,mesa,34,0.0037362637362637363,1.0241081301101236,5.47915591552299
Jalisco,ambiente,41,0.004505494505494505,0.8687812384142362,5.16340556926684
Jalisco,pavos,8,0.0008791208791208791,4.08094449222669,5.162108182564771
Jalisco,agave,8,0.0008791208791208791,4.08094449222669,5.162108182564771
Jalisco,covid,7,0.0007692307692307692,2.848685066741128,5.120359649630415
Jalisco,lago,13,0.0014285714285714286,1.6223399150587294,5.049230238097332
Jalisco,josé,7,0.0007692307692307692,2.6945291111880465,5.04103746020573
Jalisco,reales,7,0.0007692307692307692,2.56099215279837,4.948341696880212
Jalisco,don,9,0.000989010989010989,2.00153058840814,4.902771297933467
Jalisco,bistec,9,0.000989010989010989,1.9474568930155884,4.812722256831398
Jalisco,degustación,7,0.0007692307692307692,2.337836947814764,4.743970658264487
Jalisco,ensalada,17,0.0018681318681318681,1.2379210218006609,4.596893216791295
Jalisco,restaurante,84,0.009230769230769232,0.5163780588936193,4.4863409821406925
Jalisco,jardín,15,0.0016483516483516484,1.259936090642669,4.38554757242465
Jalisco,fortaleza,5,0.0005494505494505495,2.91747191771539,4.349141378815323
Jalisco,comida,160,0.017582417582417582,0.35981140807117296,4.346794358688497
Jalisco,aperitivos,7,0.0007692307692307692,2.001340359237508,4.323426917568029
