class,word,count,p_hat,log_odds,z
Guerrero,vista,45,0.013440860215053764,1.5439208507319586,9.82818022546332
Guerrero,plata,12,0.0035842293906810036,4.277913260420004,8.994940385629683
Guerrero,catedral,12,0.0035842293906810036,3.1326909241704435,8.729385015579789
Guerrero,santa,9,0.002688172043010753,2.990737519370203,7.390966688626205
Guerrero,taxco,37,0.011051373954599762,7.3571480148034585,7.26063338021156
Guerrero,pozole,7,0.002090800477897252,3.603890737557391,6.963427353016046
Guerrero,cucarachas,6,0.0017921146953405018,3.5829796850855002,6.440215108069185
Guerrero,pozas,5,0.0014934289127837516,3.5545172399899823,5.8701335605504
Guerrero,conductor,5,0.0014934289127837516,3.400361656608446,5.807265806265839
Guerrero,turbia,4,0.0011947431302270011,3.5134039489950126,5.237510737389733
Guerrero,vehículos,4,0.0011947431302270011,3.176922534989288,5.068655873668789
Guerrero,zócalo,5,0.0014934289127837516,2.5736342886007773,5.023281178249187
Guerrero,mina,4,0.0011947431302270011,3.0433862553222237,4.969872179332526
Guerrero,hotel,68,0.02031063321385902,0.581932317894692,4.700707645342889
Guerrero,habitacion,6,0.0017921146953405018,2.0630094732161828,4.637334052452073
Guerrero,pies,5,0.0014934289127837516,2.30167242737624,4.625494807961088
Guerrero,sábados,3,0.0008960573476702509,3.7362597052146835,4.57599675945942
Guerrero,combis,3,0.0008960573476702509,3.7362597052146835,4.57599675945942
Guerrero,antiguo,5,0.0014934289127837516,2.255146754189651,4.551937206968405
Guerrero,comienzan,3,0.0008960573476702509,4.141726137443722,4.537067872669693
