class,word,count,p_hat,log_odds,z
Hidalgo,hacienda,6,0.004885993485342019,3.7768078423603537,7.88957778058045
Hidalgo,bosque,5,0.004071661237785016,3.8813769378885707,7.291909035283265
Hidalgo,formaciones,4,0.003257328990228013,3.94511859979207,6.5651357399210255
Hidalgo,naturales,4,0.003257328990228013,3.1465545812437563,5.744900360786833
Hidalgo,lugar,42,0.03420195439739414,0.8766751557557431,5.625638407570566
Hidalgo,existencia,4,0.003257328990228013,6.142360627013223,5.493975612223285
Hidalgo,maravillosos,3,0.0024429967426710096,3.368930944449244,5.219202563822148
Hidalgo,visitantes,4,0.003257328990228013,2.708242114314542,5.097722784617858
Hidalgo,presa,3,0.0024429967426710096,5.8538700948634395,5.069659017073639
Hidalgo,hidalgo,3,0.0024429967426710096,3.081230527336621,4.897521526320308
Hidalgo,artesanías,4,0.003257328990228013,2.504606393077623,4.764871020392026
Hidalgo,recorres,2,0.0016286644951140066,4.3489876945374535,4.764113244749716
Hidalgo,muchísima,2,0.0016286644951140066,4.754454017127395,4.754487106667444
Hidalgo,pinos,2,0.0016286644951140066,4.754454017127395,4.754487106667444
Hidalgo,países,2,0.0016286644951140066,4.06130324760647,4.689629844065029
Hidalgo,figuras,2,0.0016286644951140066,3.8381568577762835,4.58752117810873
Hidalgo,distintos,2,0.0016286644951140066,3.655832230417002,4.477513710871391
Hidalgo,haciendas,2,0.0016286644951140066,5.44759777238778,4.447983650750467
Hidalgo,hornos,2,0.0016286644951140066,5.44759777238778,4.447983650750467
Hidalgo,seres,2,0.0016286644951140066,5.44759777238778,4.447983650750467
