class,word,count,p_hat,log_odds,z
Yucatan,cenote,73,0.008451030331095162,1.9112367805695865,13.658449990002161
Yucatan,valladolid,81,0.009377170641352165,5.766741006869335,11.259631180294827
Yucatan,yucatán,20,0.0023153507756425097,3.4447165101218715,8.894297160195093
Yucatan,plaza,30,0.003473026163463765,1.6315611921122306,7.760382359590514
Yucatan,colección,15,0.0017365130817318824,4.3604561573227745,6.894611303118097
Yucatan,patio,22,0.002546885853206761,1.593934635000113,6.521421003856103
Yucatan,chichen,15,0.0017365130817318824,2.0577149751181922,6.507122705659604
Yucatan,cochinita,10,0.0011576753878212549,3.261268024765429,6.315468187476079
Yucatan,cenotes,20,0.0023153507756425097,1.572537912695446,6.149909354959342
Yucatan,itza,13,0.0015049780041676314,1.9833912479772584,5.909777261041863
Yucatan,colonial,11,0.0012734429266033805,2.1526338786192616,5.734614697805573
Yucatan,convento,8,0.0009261403102570039,2.88374019737313,5.57195454349153
Yucatan,chalecos,7,0.0008103727714748784,2.6165578805314524,5.055705636734015
Yucatan,ciudad,39,0.0045149340125028945,0.858719950979868,4.999607034136368
Yucatan,samula,11,0.0012734429266033805,5.148422093744302,4.929429112930751
Yucatan,fuente,7,0.0008103727714748784,2.3934027264751343,4.856725495086967
Yucatan,helado,7,0.0008103727714748784,2.3934027264751343,4.856725495086967
Yucatan,xkeken,10,0.0011576753878212549,5.053003040614424,4.818018689537189
Yucatan,pibil,5,0.0005788376939106274,3.260710960343032,4.464947583840296
Yucatan,xcaret,5,0.0005788376939106274,2.9730257753839453,4.431956771029392
