class,word,count,p_hat,log_odds,z
Chihuahua,lago,7,0.005516154452324665,2.88671693905253,7.094212782783655
Chihuahua,tours,6,0.004728132387706856,3.0195284467493684,6.803744616157166
Chihuahua,calefacción,4,0.0031520882584712374,3.4010532037501484,6.043914621660156
Chihuahua,best,3,0.002364066193853428,5.127545743062002,5.616987286090683
Chihuahua,tren,3,0.002364066193853428,3.422763921840515,5.255037882706643
Chihuahua,western,3,0.002364066193853428,5.8206871807135565,5.04092143711259
Chihuahua,hotel,34,0.026792750197005517,0.858927000283634,4.958103159189147
Chihuahua,estación,3,0.002364066193853428,3.1125907114528957,4.921527089573943
Chihuahua,cabañas,5,0.003940110323089046,2.205634418539817,4.744558837038161
Chihuahua,facebook,2,0.0015760441292356187,4.315831149702171,4.7277917958299325
Chihuahua,débil,2,0.0015760441292356187,4.315831149702171,4.7277917958299325
Chihuahua,enviar,2,0.0015760441292356187,4.721297474496485,4.721330333277178
Chihuahua,bad,2,0.0015760441292356187,4.028146700566785,4.651343628275776
Chihuahua,inexistente,2,0.0015760441292356187,3.8050003085321666,4.547891121942
Chihuahua,mesera,3,0.002364066193853428,2.776090688524646,4.4978927723894415
Chihuahua,regionales,2,0.0015760441292356187,3.6226756789684265,4.4369049234984335
Chihuahua,lavandería,2,0.0015760441292356187,3.6226756789684265,4.4369049234984335
Chihuahua,buenísimos,2,0.0015760441292356187,5.414441231961216,4.4209112133395525
Chihuahua,reservas,3,0.002364066193853428,2.6851096016694456,4.374331299671236
Chihuahua,podías,2,0.0015760441292356187,3.4685217937453157,4.326063719421326
