class,word,count,p_hat,log_odds,z
Nayarit,©,29,0.00459806564135088,2.9560754140352232,11.613916020074594
Nayarit,playa,108,0.017123830664341207,1.0124921871293955,9.920637389342204
Nayarit,mã¡s,20,0.003171079752655779,2.901599521206962,9.583735612300455
Nayarit,surf,16,0.0025368638021246235,3.371047953505112,8.82753966392692
Nayarit,pasta,20,0.003171079752655779,2.1876627103420008,8.244668077496156
Nayarit,pizza,23,0.003646741715554146,1.9020510864208529,7.980113726540749
Nayarit,dã­a,12,0.0019026478515934676,3.0827344106728916,7.551178872188511
Nayarit,aquã­,8,0.0012684319010623118,3.5521470778545776,6.230926404289029
Nayarit,vallarta,8,0.0012684319010623118,4.0629780948606244,6.001479900076394
Nayarit,vendedores,15,0.0023783098144918345,1.713407221960269,5.925468545577427
Nayarit,s,8,0.0012684319010623118,2.676639975729496,5.864268586373041
Nayarit,ciudad,34,0.005390835579514825,1.0348634657444613,5.679737624711779
Nayarit,burrito,8,0.0012684319010623118,2.4534781256706344,5.604185924066101
Nayarit,tambiã,7,0.0011098779134295228,2.7252852496069826,5.530186042966469
Nayarit,tacos,21,0.003329633740288568,1.2916159260750417,5.4799798713481165
Nayarit,asã­,7,0.0011098779134295228,2.62996922822819,5.4395517607229875
Nayarit,langosta,8,0.0012684319010623118,2.2711379603313864,5.344931704561242
Nayarit,don,8,0.0012684319010623118,2.2170644926922396,5.260444755533322
Nayarit,muertos,7,0.0011098779134295228,2.319790342572987,5.067992796508739
Nayarit,sã³lo,5,0.0007927699381639448,3.3048218517888444,4.926572687110299
