class,word,count,p_hat,log_odds,z
Baja_CaliforniaSur,the,18,0.0027198549410698096,2.162120356071407,7.70175450579511
Baja_CaliforniaSur,pescado,28,0.0042308854638863705,1.621224832365117,7.6932481174953775
Baja_CaliforniaSur,misión,12,0.001813236627379873,3.3199525345832246,7.528999243313886
Baja_CaliforniaSur,margaritas,13,0.001964339679661529,2.265043876954362,6.748998621899976
Baja_CaliforniaSur,to,11,0.001662133575098217,2.434214752841994,6.484745891027505
Baja_CaliforniaSur,santos,30,0.004533091568449683,6.436049846269296,6.332053320331133
Baja_CaliforniaSur,malecón,9,0.0013599274705349048,2.8311380841171543,6.2989293167721545
Baja_CaliforniaSur,loreto,28,0.0042308854638863705,6.366767415722472,6.25664288547233
Baja_CaliforniaSur,california,10,0.0015110305228165609,4.641427428033732,5.9921654702140446
Baja_CaliforniaSur,marisco,7,0.0010577213659715926,2.7802071367354966,5.516842121922273
Baja_CaliforniaSur,tapas,6,0.0009066183136899365,3.7245473115007037,5.2673511450554615
Baja_CaliforniaSur,margarita,10,0.0015110305228165609,1.9004285678342008,5.225714046143836
Baja_CaliforniaSur,platos,19,0.0028709579933514657,1.2234438219036656,4.943475852863206
Baja_CaliforniaSur,cerveza,14,0.0021154427319431852,1.4371231859964926,4.902880048494664
Baja_CaliforniaSur,deliciosos,10,0.0015110305228165609,1.7234586203795699,4.835693806628343
Baja_CaliforniaSur,correo,6,0.0009066183136899365,2.425225369333682,4.778627792692753
Baja_CaliforniaSur,with,5,0.0007555152614082804,2.848918473729107,4.704867303993266
Baja_CaliforniaSur,pescadores,5,0.0007555152614082804,2.6947627193039185,4.60221734514624
Baja_CaliforniaSur,cabo,5,0.0007555152614082804,2.6947627193039185,4.60221734514624
Baja_CaliforniaSur,electrónico,5,0.0007555152614082804,2.6947627193039185,4.60221734514624
Baja_CaliforniaSur,gafas,5,0.0007555152614082804,2.561226044894866,4.492722469174043
Baja_CaliforniaSur,surf,7,0.0010577213659715926,1.9328367542195188,4.428736736323453
Baja_CaliforniaSur,was,5,0.0007555152614082804,2.4434375893110243,4.380735676213411
Baja_CaliforniaSur,tabla,4,0.0006044122091266244,3.3187861921475523,4.345342628071144
Baja_CaliforniaSur,gira,4,0.0006044122091266244,3.3187861921475523,4.345342628071144
Baja_CaliforniaSur,experience,4,0.0006044122091266244,3.3187861921475523,4.345342628071144
Baja_CaliforniaSur,mencionar,6,0.0009066183136899365,2.050502428733255,4.283405213077979
Baja_CaliforniaSur,campo,5,0.0007555152614082804,2.3380715570090684,4.268752245549316
Baja_CaliforniaSur,tacos,18,0.0027198549410698096,1.062915522260842,4.22456728009859
Baja_CaliforniaSur,aprender,6,0.0009066183136899365,1.9327074116953034,4.099939106978822
Baja_CaliforniaSur,salsa,15,0.0022665457842248413,1.1349899780728983,4.099199335940193
Baja_CaliforniaSur,david,4,0.0006044122091266244,2.625626986224227,4.067634504754207
Baja_CaliforniaSur,mariscos,6,0.0009066183136899365,1.878634176758796,4.011713437179344
Baja_CaliforniaSur,an,4,0.0006044122091266244,4.417391031835711,3.95109308493342
Baja_CaliforniaSur,bay,4,0.0006044122091266244,4.417391031835711,3.95109308493342
Baja_CaliforniaSur,reino,4,0.0006044122091266244,4.417391031835711,3.95109308493342
Baja_CaliforniaSur,unido,4,0.0006044122091266244,4.417391031835711,3.95109308493342
Baja_CaliforniaSur,remar,4,0.0006044122091266244,4.417391031835711,3.95109308493342
Baja_CaliforniaSur,this,4,0.0006044122091266244,2.3379349633577347,3.817865021622176
Baja_CaliforniaSur,tocino,4,0.0006044122091266244,2.3379349633577347,3.817865021622176
Baja_CaliforniaSur,surfistas,3,0.00045330915684496827,3.4364236215782915,3.7644418517659552
Baja_CaliforniaSur,amazing,3,0.00045330915684496827,3.4364236215782915,3.7644418517659552
Baja_CaliforniaSur,engañoso,3,0.00045330915684496827,3.4364236215782915,3.7644418517659552
