class,word,count,p_hat,log_odds,z
Attractive,ruinas,326,0.0077956860682002966,3.250676625945796,17.295986723374018
Attractive,playa,511,0.012219618346166722,1.0010462836376188,15.58421663051551
Attractive,entrada,214,0.005117413553971974,1.8538836941123016,14.274304768165075
Attractive,cenote,228,0.005452197618250514,3.616827109907412,13.569402820203194
Attractive,agua,349,0.008345688459515041,0.912666251815959,12.003882645419417
Attractive,pena,236,0.005643502797838251,1.1875910824188294,11.924325121578825
Attractive,historia,132,0.0031565354631976662,2.8316077860257876,11.540353360330927
Attractive,visita,173,0.00413697450858482,1.4120061690630683,11.345591826506464
Attractive,guía,177,0.004232627098378689,3.873259076515983,11.335945768827457
Attractive,gente,211,0.0050456741116265726,1.0864661863079386,10.609740955360177
Attractive,nadar,104,0.0024869673346405853,2.2410712235175625,10.375876083963131
Attractive,fotos,113,0.00270218566167679,1.7913035409252895,10.242196118047026
Attractive,puedes,168,0.004017408771342484,1.1968027982759395,10.108804944925057
Attractive,vale,173,0.00413697450858482,1.163651958650016,10.068999890542383
Attractive,visitar,145,0.0034674063800277394,1.2948549720315254,9.871578060848346
Attractive,paseo,92,0.0022000095652589795,2.4183490993937564,9.802259008485736
Attractive,sitio,136,0.003252188052991535,1.3394606111131138,9.756856671180339
Attractive,pesos,168,0.004017408771342484,1.0969770915306425,9.529402009819902
Attractive,caminar,92,0.0022000095652589795,1.9174597570376362,9.449892983354038
Attractive,excursión,87,0.0020804438280166435,2.7190710472075263,9.442633796799383
Attractive,recorrido,88,0.0021043569754651105,2.8846860626896733,9.374363805124657
Attractive,maya,87,0.0020804438280166435,2.062185732062029,9.360999004658222
Attractive,sol,91,0.002176096417810512,1.819467951613313,9.240998810260834
Attractive,museo,96,0.002295662155052848,3.3773606959715607,9.17824498790758
Attractive,interesante,86,0.0020565306805681765,1.9452137160423435,9.173879705072828
Attractive,parque,79,0.0018891386484289061,2.696537870537239,9.009636397434
Attractive,tulum,170,0.004065235066239419,0.9917222516147222,8.914672870285813
Attractive,subir,72,0.001721746616289636,2.4604771573240063,8.669202703420632
Attractive,zona,165,0.003945669328997083,0.9424272324740262,8.453074873679506
Attractive,camino,87,0.0020804438280166435,1.5076897351069931,8.328595078898259
Attractive,turistas,78,0.001865225500980439,1.6376004520968692,8.20372503309464
Attractive,cenotes,79,0.0018891386484289061,3.469746525902247,8.194028494793196
Attractive,playas,67,0.0016021808790473002,2.0053359602429035,8.161048877858557
Attractive,tour,68,0.0016260940264957674,1.8530850058211312,8.036687396959227
Attractive,mayas,69,0.0016500071739442344,3.180028339135257,8.017017085456487
Attractive,información,65,0.0015543545841503659,1.974983412800122,8.007128929598247
Attractive,iglesia,60,0.00143478884690803,2.1526947801518803,7.835071121925842
Attractive,vendedores,68,0.0016260940264957674,3.3195557198796184,7.794916098084126
Attractive,pirámide,62,0.0014826151418049643,3.2270457189211044,7.548104324745681
Attractive,comprar,61,0.0014587019943564973,1.6701594804950322,7.316626051666721
Attractive,the,51,0.0012195705198718256,2.520645789411194,7.288530835940257
Attractive,coche,59,0.0014108756994595628,1.6016752560268603,7.062556781311146
Attractive,©,46,0.0011000047826294898,1.9472958554196227,6.709341110568306
Attractive,buceo,45,0.0010760916351810225,2.9061867597282767,6.687008105765357
Attractive,azul,43,0.0010282653402840882,2.0874482510270598,6.5952773566052905
Attractive,calor,60,0.00143478884690803,1.3748094242716435,6.577131171058433
Attractive,$,139,0.0033239274953369364,0.7639751148740661,6.569615899779456
Attractive,guías,44,0.0010521784877325553,3.0660121555365363,6.496817140301398
Attractive,ojos,40,0.0009565258979386867,2.1821270228224154,6.40954482014717
Attractive,entrar,69,0.0016500071739442344,1.1743167976725717,6.394726129837366
Attractive,hermoso,89,0.002128270122913578,0.9614274328047427,6.300708184268816
Attractive,pueblo,70,0.0016739203213927017,1.1326111561329446,6.285781843859133
Attractive,mar,107,0.002558706776985987,0.8461097266150253,6.259051947786993
Attractive,mã¡s,37,0.0008847864555932851,2.5561059951407863,6.201698896847722
Attractive,cultura,42,0.001004352192835621,3.2425856750105,6.197024262640677
Attractive,alquilar,40,0.0009565258979386867,1.8719402675993955,6.182880657260793
Attractive,sombra,41,0.000980439045387154,1.7714760866008552,6.141040447144407
Attractive,artesanías,37,0.0008847864555932851,2.8925827758891636,6.0709744091443
Attractive,chichen,35,0.0008369601606963508,2.143796980546391,5.978842890727291
Attractive,carmen,34,0.0008130470132478837,2.3379431270337117,5.949774794446006
Attractive,natural,39,0.0009326127504902195,1.7214187616454444,5.923159239773918
Attractive,viaje,121,0.002893490841264527,0.7247583748247024,5.867526338312325
Attractive,and,35,0.0008369601606963508,1.9614602457955002,5.8635435167292975
Attractive,itza,33,0.0007891338657994166,2.3080671515954325,5.856863136463024
Attractive,carretera,47,0.0011239179300779568,1.3740018508372982,5.818778578019751
Attractive,interesantes,32,0.0007652207183509493,2.4108094999617258,5.777791145374306
Attractive,tiendas,47,0.0011239179300779568,1.3400910037496958,5.734582667660415
Attractive,impresionantes,33,0.0007891338657994166,1.9895924299884165,5.7147354644727
Attractive,llegar,126,0.003013056578506863,0.6782311323776149,5.662442831108938
Attractive,cima,31,0.0007413075709024822,2.715517008179826,5.634777080301848
Attractive,recorrer,31,0.0007413075709024822,2.127711149215342,5.619406111544659
Attractive,venden,36,0.000860873308144818,1.6413057325287834,5.577392092394645
Attractive,foto,37,0.0008847864555932851,1.5574848408918935,5.518374833015255
Attractive,paisaje,30,0.000717394423454015,2.094898236895159,5.512111585670025
Attractive,tortugas,44,0.0010521784877325553,3.982240005988718,5.508370774534005
Attractive,horas,76,0.0018173992060835048,0.8913899339448159,5.494934833708016
Attractive,aguas,36,0.000860873308144818,1.5841385124747989,5.487664519717576
Attractive,bucear,29,0.0006934812760055479,2.6487806351666965,5.47015410041193
Attractive,puestos,29,0.0006934812760055479,2.6487806351666965,5.47015410041193
Attractive,arena,44,0.0010521784877325553,1.3079730796329319,5.468472112661371
Attractive,basura,41,0.000980439045387154,1.3857417857371708,5.461044026776884
Attractive,costa,28,0.0006695681285570807,2.43134219117768,5.404663321600951
Attractive,pirámides,32,0.0007652207183509493,1.7176110258114043,5.3602991287637485
Attractive,vimos,47,0.0011239179300779568,1.1858935231507788,5.311594064512574
Attractive,animales,28,0.0006695681285570807,2.0258592025659565,5.2870553175822605
Attractive,peces,30,0.000717394423454015,3.1935216412037706,5.274112771344238
Attractive,tienda,35,0.0008369601606963508,1.5018680599912724,5.270469790571037
Attractive,impresionante,57,0.0013630494045626285,1.0024045218976791,5.200638856914587
Attractive,cascadas,26,0.0006217418336601463,2.5395138720704837,5.200553492476207
Attractive,vistas,78,0.001865225500980439,0.8172523131203393,5.197429731196989
Attractive,cueva,27,0.0006456549811086135,1.989468486119038,5.16885070204441
Attractive,arqueológica,27,0.0006456549811086135,1.989468486119038,5.16885070204441
Attractive,belleza,29,0.0006934812760055479,1.7732684018356117,5.166262232055284
Attractive,montón,80,0.0019130517958773734,0.7847497955178273,5.093671058492639
Attractive,tomar,104,0.0024869673346405853,0.6683898792255443,5.0805810075176465
Attractive,color,32,0.0007652207183509493,1.523429016705161,5.076066239916238
Attractive,algas,27,0.0006456549811086135,1.788782467122659,5.000901274377093
Attractive,sur,25,0.0005978286862116792,2.0302514802460783,4.998193552985507
Attractive,snorkel,31,0.0007413075709024822,3.631771797388941,4.978298661812755
Attractive,pie,49,0.001171744224974891,1.0452258096272349,4.970672760834498
Attractive,surf,25,0.0005978286862116792,3.0110921802652797,4.928201334424285
Attractive,visitarlo,25,0.0005978286862116792,1.9124613220349609,4.91981988164216
Attractive,acceso,49,0.001171744224974891,0.998686805590788,4.808562399739875
Attractive,colores,24,0.000573915538763212,1.8716162784998023,4.788409858160863
Attractive,cristalina,23,0.0005500023913147449,2.927667430659059,4.769483997598308
Attractive,visto,39,0.0009326127504902195,1.1533163170080698,4.7491944226288725
Attractive,to,23,0.0005500023913147449,1.9468239520371764,4.743070892621497
Attractive,visitamos,41,0.000980439045387154,1.1080356187315372,4.73794324239413
Attractive,bajar,28,0.0006695681285570807,1.5149848242430766,4.734807540035563
Attractive,caminata,25,0.0005978286862116792,1.7117750630923725,4.731141002288579
Attractive,tienes,78,0.001865225500980439,0.7262032097882649,4.71821777393301
Attractive,escalones,26,0.0006217418336601463,3.4557789698112638,4.7096472016251045
Attractive,calles,27,0.0006456549811086135,1.5475953906638162,4.699104437579262
Attractive,turístico,27,0.0006456549811086135,1.5475953906638162,4.699104437579262
Attractive,apreciar,22,0.0005260892438662776,2.0358874034189522,4.691593190680743
Attractive,multitudes,21,0.0005021760964178105,2.3258274192837742,4.674037245332163
Attractive,profunda,21,0.0005021760964178105,2.5489731488311387,4.67243341558956
Attractive,solar,25,0.0005978286862116792,3.416537830333917,4.64952262096333
Attractive,llena,47,0.0011239179300779568,0.9799658292434437,4.643825253628572
Attractive,autobús,21,0.0005021760964178105,2.14350124838589,4.6305529261766605
Attractive,cascada,28,0.0006695681285570807,1.4504375454977154,4.628232954003409
Attractive,disfrutar,81,0.0019369649433258406,0.6906158622312564,4.6096026106683485
Attractive,lancha,21,0.0005021760964178105,2.8366525279303465,4.59601660561705
Attractive,cuesta,29,0.0006934812760055479,1.3677514315587809,4.5582366992640075
Attractive,sargazo,20,0.00047826294896934334,2.2770148054596397,4.554096961533878
Attractive,edificios,22,0.0005260892438662776,1.7845588336708191,4.510107889734537
Attractive,niños,70,0.0016739203213927017,0.7329654678942301,4.504231743555817
Attractive,guia,22,0.0005260892438662776,3.2886431950399384,4.453015788244449
Attractive,dã­a,22,0.0005260892438662776,3.2886431950399384,4.453015788244449
Attractive,iguanas,22,0.0005260892438662776,3.2886431950399384,4.453015788244449
Attractive,guiada,22,0.0005260892438662776,3.2886431950399384,4.453015788244449
Attractive,templo,19,0.0004543498015208762,2.4488454612982613,4.451555105054505
Attractive,recuerdos,19,0.0004543498015208762,2.4488454612982613,4.451555105054505
Attractive,clara,19,0.0004543498015208762,2.2256990707130573,4.428215693578437
Attractive,riviera,25,0.0005978286862116792,1.4705877773488574,4.405510246942331
